Datum,Prometni_dogodki
2022-01-01 06:00:00,"LOKACIJA: vzhodna mariborska obvoznica, med razcepom Dragučova in priključkom Pesnica | SMER: v obe smeri | TIP: delo
LOKACIJA: dolenjska avtocesta, med priključkoma Trebnje-zahod in Bič | SMER: proti Ljubljani | TIP: delo
"
2022-01-13 11:30:00,"LOKACIJA: gorenjska avtocesta, pred priključkom Vodice | SMER: proti Jesenicam | TIP: delo
LOKACIJA: dolenjska avtocesta, med priključkoma Bič in Trebnje-zahod | SMER: proti Obrežju | TIP: delo
"
2022-01-13 12:00:00,"LOKACIJA: gorenjska avtocesta, izvoz Vodice | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: dolenjska avtocesta, med priključkoma Bič in Trebnje-zahod | SMER: proti Obrežju | TIP: delo
"
2022-01-13 12:30:00,"LOKACIJA: gorenjska avtocesta, pred priključkom Vodice | SMER: proti Jesenicam | TIP: delo
LOKACIJA: dolenjska avtocesta, med priključkoma Bič in Trebnje-zahod | SMER: proti Obrežju | TIP: delo
"
2022-01-13 13:00:00,"LOKACIJA: gorenjska avtocesta, pred priključkom Vodice | SMER: proti Jesenicam | TIP: delo
LOKACIJA: dolenjska avtocesta, med priključkoma Bič in Trebnje-zahod | SMER: proti Obrežju | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 14:00:00,"LOKACIJA: zahodna ljubljanska obvoznica, med razcepom Kozarje in priključkom Brdo | SMER: - | TIP: oviran promet
LOKACIJA: gorenjska avtocesta, pred priključkom Vodice | SMER: proti Jesenicam | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 14:30:00,"LOKACIJA: zahodna ljubljanska obvoznica, med razcepom Kozarje in priključkom Brdo | SMER: - | TIP: oviran promet
LOKACIJA: gorenjska avtocesta, pred izvozom Brod | SMER: proti Karavankam | TIP: vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 15:30:00,"LOKACIJA: dolenjska avtocesta, med Višnjo Goro in Grosupljim | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 16:30:00,"LOKACIJA: primorska avtocesta, pred priključkom Razdrto | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: primorska avtocesta, pred priključkom Kozina | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 17:00:00,"LOKACIJA: primorska avtocesta, med počivališčem Lom in Uncem | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: primorska avtocesta, pred priključkom Kozina | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 17:30:00,"LOKACIJA: štajerska avtocesta, med Trojanami in Vranskim | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: primorska avtocesta, med počivališčem Lom in Uncem | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: primorska avtocesta, pred priključkom Kozina | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 18:00:00,"LOKACIJA: štajerska avtocesta, med Trojanami in Vranskim | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: mariborska vzhodna obvoznica, pred priključkom Rogoza | SMER: proti razcepu Dragučova | TIP: prometna nesreča
LOKACIJA: primorska avtocesta, pred priključkom Kozina | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-13 18:30:00,"LOKACIJA: mariborska vzhodna obvoznica, pred priključkom Rogoza | SMER: proti razcepu Dragučova | TIP: prometna nesreča
LOKACIJA: štajerska avtocesta, med Trojanami in Vranskim | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-13 20:00:00,"LOKACIJA: gorenjska avtocesta, predor Karavanke | SMER: proti Avstriji | TIP: zapora
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-14 05:30:00,"LOKACIJA: vipavska hitra cesta, pred mejnim prehodom Vrtojba | SMER: proti Italiji | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-14 06:00:00,"LOKACIJA: cesta Mojstrana-Vrata | SMER: - | TIP: zapora
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
LOKACIJA: cesta na Mangartsko sedlo | SMER: - | TIP: zapora
LOKACIJA: vipavska hitra cesta, pred mejnim prehodom Vrtojba | SMER: proti Italiji | TIP: delo
"
2022-01-14 06:30:00,"LOKACIJA: cesta Mojstrana-Vrata | SMER: - | TIP: zapora
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
LOKACIJA: cesta na Mangartsko sedlo | SMER: - | TIP: zapora
LOKACIJA: glavna cesta Koper-Dragonja, Paderna | SMER: - | TIP: delo
"
2022-01-14 07:00:00,"LOKACIJA: cesta Mojstrana-Vrata | SMER: - | TIP: zapora
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
LOKACIJA: cesta na Mangartsko sedlo | SMER: - | TIP: zapora
LOKACIJA: vipavska hitra cesta, pred mejnim prehodom Vrtojba | SMER: proti Italiji | TIP: delo
"
2022-01-14 07:00:00,"LOKACIJA: štajerska avtocesta, med priključkom Fram in razcepom Slivnica | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: cesta Mojstrana-Vrata | SMER: - | TIP: zapora
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
LOKACIJA: cesta na Mangartsko sedlo | SMER: - | TIP: zapora
"
2022-01-14 08:00:00,"LOKACIJA: štajerska avtocesta, med priključkom Fram in razcepom Slivnica | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: vipavska hitra cesta, pred mejnim prehodom Vrtojba | SMER: proti Italiji | TIP: delo
"
2022-01-14 08:30:00,"LOKACIJA: štajerska avtocesta, med priključkom Fram in razcepom Slivnica | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
"
2022-01-14 09:00:00,"LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
LOKACIJA: vipavska hitra cesta, med razcepom Nanos in predorom Barnica | SMER: proti Italiji | TIP: delo
"
2022-01-14 09:30:00,"LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
LOKACIJA: vipavska hitra cesta, med razcepom Nanos in predorom Barnica | SMER: proti Italiji | TIP: delo
"
2022-01-14 10:00:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Brnik in Vodice | SMER: proti Ljubljani | TIP: delo
LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
"
2022-01-14 10:30:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj - vzhod in Kranj - zahod | SMER: proti Karavankam | TIP: oviran promet
LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 11:00:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj-vzhod in Kranj-zahod | SMER: proti Karavankam | TIP: oviran promet
LOKACIJA: primorska avtocesta, med priključkom Unec in počivališčem Ravbarkomanda | SMER: proti Kopru | TIP: delo
"
2022-01-14 11:30:00,"LOKACIJA: glavna cesta Ljubljana - Kočevje, Škofljica | SMER: - | TIP: oviran promet
LOKACIJA: gorenjska avtocesta, med priključkoma Brnik in Vodice | SMER: proti Ljubljani | TIP: delo
"
2022-01-14 12:00:00,"LOKACIJA: glavna cesta Ljubljana-Kočevje, Škofljica | SMER: - | TIP: oviran promet
LOKACIJA: gorenjska avtocesta, med priključkoma Brnik in Vodice | SMER: proti Ljubljani | TIP: delo
"
2022-01-14 12:30:00,"LOKACIJA: obalna hitra cesta, izvoz Bertoki | SMER: proti Izoli | TIP: tovornjak
LOKACIJA: primorska avtocesta, med Brezovico in razcepom Kozarje | SMER: proti Ljubljani | TIP: zastoj
LOKACIJA: štajerska avtocesta, med priključkom Fram in razcepom Slivnica | SMER: proti Mariboru | TIP: oviran promet
"
2022-01-14 13:00:00,"LOKACIJA: obalna hitra cesta, izvoz Bertoki | SMER: proti Izoli | TIP: tovornjak
LOKACIJA: primorska avtocesta, predor Kastelec | SMER: proti Ljubljani | TIP: delo
LOKACIJA: štajerska avtocesta, med priključkom Fram in razcepom Slivnica | SMER: proti Mariboru | TIP: oviran promet
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-14 14:00:00,"LOKACIJA: primorska avtocesta, predor Kastelec | SMER: proti Ljubljani | TIP: delo
LOKACIJA: obalna hitra cesta, izvoz Bertoki | SMER: proti Izoli | TIP: pokvarjen tovornjak
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-14 14:30:00,"LOKACIJA: štajerska avtocesta, med razcepom Zadobrova in priključkom Sneberje | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: primorska avtocesta, pred razcepom Gabrk | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: primorska avtocesta, predor Kastelec | SMER: proti Ljubljani | TIP: delo
"
2022-01-14 15:30:00,"LOKACIJA: štajerska avtocesta, med razcepom Zadobrova in priključkom Sneberje | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: severna ljubljanska obvoznica, do priključka Bežigrad | SMER: - | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, do Bizovika | SMER: - | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, pred uvozom Ljubljana-vzhod | SMER: proti Dolenjski | TIP: oviran promet
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 15:30:00,"LOKACIJA: štajerska avtocesta, med razcepom Zadobrova in priključkom Sneberje | SMER: proti Mariboru | TIP: prometna nesreča
LOKACIJA: severna ljubljanska obvoznica, do priključka Ljubljana-sever | SMER: - | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, do razcepa Malence | SMER: - | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, pred uvozom Ljubljana-vzhod | SMER: proti Dolenjski | TIP: oviran promet
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: gorenjska avtocesta, pred izvozom Jesenice-zahod | SMER: - | TIP: pokvarjeno vozilo
"
2022-01-14 16:30:00,"LOKACIJA: štajerska avtocesta, med razcepom Zadobrova in priključkom Sneberje | SMER: proti Mariboru | TIP: zastoj
LOKACIJA: severna ljubljanska obvoznica, do priključka Ljubljana-sever | SMER: - | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, do razcepa Malence | SMER: - | TIP: zastoj
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 17:00:00,"LOKACIJA: štajerska avtocesta, med razcepom Zadobrova in priključkom Sneberje | SMER: proti Mariboru | TIP: zastoj
LOKACIJA: vzhodna ljubljanska obvoznica, pred predorom Golovec | SMER: - | TIP: zastoj
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 17:30:00,"LOKACIJA: vzhodna ljubljanska obvoznica, razcep Zadobrova | SMER: iz smeri Zaloške proti Sneberjam | TIP: prometna nesreča
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 18:00:00,"LOKACIJA: vzhodna ljubljanska obvoznica, razcep Zadobrova | SMER: iz smeri Zaloške proti Sneberjam | TIP: prometna nesreča
LOKACIJA: regionalna cesta Mlačevo - Krka, Luče | SMER: - | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 18:30:00,"LOKACIJA: dolenjska avtocesta, med Drnovom in Smednikom | SMER: proti Ljubljani | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: štajerska avtocesta, pred predorom Jasovnik | SMER: proti Ljubljani | TIP: oviran promet
"
2022-01-14 18:30:00,"LOKACIJA: dolenjska avtocesta, med Drnovom in Smednikom | SMER: proti Ljubljani | TIP: nesreča
LOKACIJA: primorska avtocesta, pred predorom Kastelec | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
"
2022-01-14 20:00:00,"LOKACIJA: dolenjska avtocesta, med Drnovom in Smednikom | SMER: proti Ljubljani | TIP: nesreča
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 06:00:00,"LOKACIJA: primorska avtocesta, razcep Srmin | SMER: proti Škofijam | TIP: pokvarjen tovornjak
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 06:30:00,"LOKACIJA: primorska avtocesta, med predorom Kastelec in počivališčem Ravne | SMER: proti Ljubljani | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 07:00:00,"LOKACIJA: primorska avtocesta, med predorom Kastelec in počivališčem Ravne | SMER: proti Ljubljani | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 08:00:00,"LOKACIJA: štajerska avtocesta, med priključkoma Celje-zahod in Celje-center | SMER: proti Mariboru | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 08:30:00,"LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: zapora
"
2022-01-15 09:00:00,"LOKACIJA: štajerska avtocesta, med priključkoma Blagovica in Trojane | SMER: proti Mariboru | TIP: pokvarjeno vozilo
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 09:30:00,"LOKACIJA: štajerska avtocesta, med priključkoma Blagovica in Trojane | SMER: proti Mariboru | TIP: pokvarjeno vozilo
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 10:00:00,"LOKACIJA: štajerska avtocesta, med priključkoma Blagovica in Trojane | SMER: proti Mariboru | TIP: pokvarjeno vozilo
LOKACIJA: gorenjska avtocesta, pred priključkom Naklo | SMER: proti Karavankam | TIP: pokvarjeno vozilo
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 10:30:00,"LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 11:00:00,"LOKACIJA: štajerska avtocesta, pred uvozom Trojane | SMER: proti Mariboru | TIP: nesreča
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 11:30:00,"LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 12:00:00,"LOKACIJA: primorska avtocesta, pred počivališčem Studenec | SMER: proti Kopru | TIP: delo
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 12:30:00,"LOKACIJA: regionalna cesta Preddvor-Zgornje Jezersko, Spodnje Jezersko | SMER: - | TIP: oviran promet
LOKACIJA: regionalna cesta Vipava-Ajdovščina | SMER: - | TIP: prepoved prometa
"
2022-01-15 13:00:00,"LOKACIJA: regionalna cesta Preddvor-Zgornje Jezersko, Spodnje Jezersko | SMER: - | TIP: oviran promet
LOKACIJA: štajerska avtocesta, med priključkoma Celje-center in Celje-zahod | SMER: proti Ljubljani | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 13:30:00,"LOKACIJA: primorska avtocesta, med priključkoma Brezovica in Vrhnika | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: primorska avtocesta, med priključkoma Brezovica in Vrhnika | SMER: proti Kopru | TIP: pokvarjeno vozilo
LOKACIJA: regionalna cesta Preddvor-Zgornje Jezersko, Spodnje Jezersko | SMER: - | TIP: oviran promet
LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-15 14:00:00,"LOKACIJA: regionalna cesta Preddvor-Zgornje Jezersko, Spodnje Jezersko | SMER: - | TIP: oviran promet
LOKACIJA: cesta Ilirska Bistrica-Podgrad, odcep za Podbéže | SMER: - | TIP: delo
"
2022-01-15 14:30:00,"LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 15:30:00,"LOKACIJA: cesta Ilirska Bistrica-Podgrad, odcep za Podbeže | SMER: - | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 17:00:00,"LOKACIJA: štajerska avtocesta, med priključkom Slovenska Bistrica jug in počivališčem Tepanje | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 17:30:00,"LOKACIJA: štajerska avtocesta, med priključkom Slovenska Bistrica jug in počivališčem Tepanje | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-15 18:00:00,"LOKACIJA: štajerska avtocesta, med priključkom Slovenska Bistrica jug in počivališčem Tepanje | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-15 18:30:00,"LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-15 18:30:00,"LOKACIJA: južna ljubljanska obvoznica, uvoz Ljubljana jug | SMER: proti Primorski | TIP: pokvarjeno vozilo
LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-15 20:00:00,"LOKACIJA: vzhodna ljubljanska obvoznica, predor Golovec | SMER: proti Dolenjski | TIP: delo
LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
"
2022-01-16 06:00:00,"LOKACIJA: primorska avtocesta, predor Dekani | SMER: proti Kopru | TIP: prometna nesreča
LOKACIJA: primorska avtocesta, pred priključkom Senožeče | SMER: proti Kopru | TIP: oviran promet
"
2022-01-16 06:30:00,"LOKACIJA: primorska avtocesta, med priključkom Črni Kal in razcepom Srmin | SMER: proti Kopru | TIP: prometna nesreča
LOKACIJA: primorska avtocesta, pred priključkom Senožeče | SMER: proti Kopru | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 07:00:00,"LOKACIJA: primorska avtocesta, med priključkom Črni Kal in razcepom Srmin | SMER: proti Kopru | TIP: prometna nesreča
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 08:00:00,"LOKACIJA: primorska avtocesta, med priključkom Črni Kal in razcepom Srmin | SMER: proti Kopru | TIP: prometna nesreča
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 08:30:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 09:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 09:30:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 10:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 10:30:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-16 11:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: cesta Ilirska Bistrica-Podgrad, odcep za Podbeže | SMER: - | TIP: delo
"
2022-01-16 11:30:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: Maribor, Tezno, Prevorškova ulica | SMER: - | TIP: zapora
"
2022-01-16 12:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: Maribor, Tezno, Prevorškova ulica | SMER: - | TIP: zapora
"
2022-01-16 12:30:00,"LOKACIJA: cesta Ilirska Bistrica - Podgrad, odcep za Podbeže | SMER: - | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
"
2022-01-16 13:00:00,"LOKACIJA: vipavska hitra cesta, med pokritim vkopom Rebrnice 1 in razcepom Nanos | SMER: proti Razdrtemu | TIP: pokvarjeno vozilo
LOKACIJA: Maribor, Tezno, Prevorškova ulica | SMER: - | TIP: zapora
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 13:30:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: Maribor, Tezno, Prevorškova ulica | SMER: - | TIP: zapora
"
2022-01-16 14:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-16 14:30:00,"LOKACIJA: pomurska avtocesta, med priključkoma Sveta Trojica in Lenart | SMER: proti Mariboru | TIP: delo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
"
2022-01-16 15:25:00,"-
"
2022-01-16 15:30:00,"LOKACIJA: severna ljubljanska obvoznica, pred priključkom Bežigrad | SMER: proti Kranju | TIP: prometna nesreča
LOKACIJA: štajerska avtocesta, med priključkoma Vransko in Trojane | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 15:30:00,"LOKACIJA: štajerska avtocesta, med priključkoma Vransko in Trojane | SMER: proti Ljubljani | TIP: pokvarjen tovornjak
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 17:00:00,"LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 17:30:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj-zahod in Kranj-vzhod | SMER: proti Ljubljani | TIP: goreče vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 18:00:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj-zahod in Kranj-vzhod | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 18:30:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj-zahod in Kranj-vzhod | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 18:30:00,"LOKACIJA: gorenjska avtocesta, med priključkoma Kranj-zahod in Kranj-vzhod | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: čakanje
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-16 20:00:00,"LOKACIJA: cesta čez prelaz Vršič | SMER: - | TIP: omejitev
LOKACIJA: štajerska avtocesta, med priključkoma Slovenske Konjice in Dramlje | SMER: proti Ljubljani | TIP: oviran promet
LOKACIJA: mejni prehod Obrežje | SMER: vstop | TIP: povečan promet
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-17 05:30:00,"LOKACIJA: štajerska avtocesta, izvoz Trojane | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: gorenjska avtocesta, pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
"
2022-01-17 06:00:00,"LOKACIJA: štajerska avtocesta, izvoz Trojane | SMER: proti Ljubljani | TIP: pokvarjeno vozilo
LOKACIJA: pred predorom Karavanke | SMER: proti Avstriji | TIP: zastoj
LOKACIJA: mejni prehod Gruškovje | SMER: vstop | TIP: čakanje
